objectid,subject,title,filename,EIN,CO_LOC_RES,NTEEC,DUNS,NAICS,format,LEGALNAME,ALTNAME,AKADBA,ADSTREET,ADCITY,ADSTATE,ADZIP,ADZIP5,PHSTREET,PHCITY,PHSTATE,PHZIP,PHZIP5,PHONE,WEBURL,IRS_NAME15,TAXPER15,INCOMECD15,INCOME15,REVENUE15,IRS_STREET15,IRS_CITY15,IRS_STATE15,IRS_ZIP15,RULEDATE15,IPEDS,INSTNAME,INSTCITY,INSTST,LONGITUDE,LATITUDE,AAMREG,BEAREG,LOCALE4,FIPSST,FIPSCO,GSTREET,GCITY,GSTATE,GZIP,GZIP5,BMF15_F,IMLSAD_F,PFND_F,FCT3P_F,USER_F,UNI_F,OTHER_F,SOURCE
8401701168,CMU,CHILDREN'S MUSEUM OF EDWARDSVILLE,demo_001.jpg,371387704,,A50,,712110,image/jpeg,EDWARDSVILLE CHILDRENS MUSEUM INC,,,722 HOLYOAKE RD,EDWARDSVILLE,IL,62025-2313,62025,,,,,,6186922094,,EDWARDSVILLE CHILDRENS MUSEUM INC,201406,4,130676,130676,722 HOLYOAKE RD,EDWARDSVILLE,IL,62025-2313,199911,,,,,-89.94994,38.8039,4,3,2,17,119,722 HOLYOAKE RD,EDWARDSVILLE,IL,62025-2313,62025,1,0,1,1,0,0,0,
8401800088,CMU,KOCH FAMILY CHILDREN'S MUSEUM OF EVANSVILLE,demo_001.jpg,351951848,,A52,,712110,image/jpeg,LOUIS J KOCH FAMILY CHILDRENS MUSEUM OF EVANSVILLE INC,,,1102 WASHINGTON SQ,EVANSVILLE,IN,47715,47715,22 S E FIFTH STREET,EVANSVILLE,IN,47715,47715,8124774929,HTTP://WWW.CMOEKIDS.ORG/,LOUIS J KOCH FAMILY CHILDRENS MUSEUM OF EVANSVILLE INC,201406,5,888531,847404,PO BOX 122,EVANSVILLE,IN,47701-0122,199509,,,,,-87.56978,37.97198,4,3,1,18,163,22 S E FIFTH STREET,EVANSVILLE,IN,47715,47715,1,0,0,1,0,0,0,
8401800321,CMU,TERRE HAUTE CHILDREN'S MUSEUM,demo_001.jpg,311224051,,A52,,712110,image/jpeg,TERRE HAUTE CHILDRENS MUSEUM INC,,,727 WABASH AVE,TERRE HAUTE,IN,47807-3203,47807,,,,,,8122355548,,TERRE HAUTE CHILDRENS MUSEUM INC,201312,5,682358,641900,727 WABASH AVE,TERRE HAUTE,IN,47807-3203,198803,,,,,-87.40668,39.46639,4,3,1,18,167,727 WABASH AVE,TERRE HAUTE,IN,47807-3203,47807,1,0,1,0,0,0,0,
8401800343,CMU,CHILDREN'S MUSEUM OF INDIANAPOLIS,demo_001.jpg,350867985,,A52,72055866,712110,image/jpeg,CHILDRENS MUSEUM OF INDIANAPOLIS INCORPORATED,CHILDREN'S MUSEUM OF INDIANAPOLIS,,3000 N MERIDIAN ST,INDIANAPOLIS,IN,46208-4716,46208,,,,,,3173344000,,CHILDRENS MUSEUM OF INDIANAPOLIS INCORPORATED,201312,9,104067302,32674824,3000 N MERIDIAN ST,INDIANAPOLIS,IN,46208-4716,195210,,,,,-86.15679,39.81017,4,3,1,18,97,3000 N MERIDIAN ST,INDIANAPOLIS,IN,46208-4716,46208,1,1,1,1,0,0,0,
8401800380,CMU,MUNCIE CHILDREN'S MUSEUM,demo_001.jpg,351404338,,A52,85629681,712110,image/jpeg,MUNCIE CHILDRENS MUSEUM INC,MUNCIE CHILDREN'S MUSEUM,,515 S HIGH ST,MUNCIE,IN,47308-1555,47308,,,,,,7652861660,,MUNCIE CHILDRENS MUSEUM INC,201312,4,418268,384585,515 S HIGH ST,MUNCIE,IN,47305-2376,197708,,,,,-85.38778,40.19012,4,3,1,18,35,515 S HIGH ST,MUNCIE,IN,47305-2376,47305,1,0,1,1,0,0,0,
8401800561,CMU,KIDSCOMMONS - COLUMBUS' COMMUNITY CHILDREN'S MUSEUM,demo_001.jpg,352033887,,A52,960958002,712110,image/jpeg,KIDSCOMMONS COLUMBUS COMMUNITY CHILDRENS MUSEUM INC,KIDSCOMMONS...COLUMBUS' (IN) COMMUNITY CHILDREN'S MUSEUM,KIDSCOMMONS COLUMBUS COMMUNITY CHILDRENS MUSEUM INC,309 WASHINGTON ST,COLUMBUS,IN,47201-6743,47201,,,,,,8123783046,HTTP://WWW.KIDSCOMMONS.ORG,KIDSCOMMONS COLUMBUS COMMUNITY CHILDRENS MUSEUM INC,201312,4,457887,437992,309 WASHINGTON ST,COLUMBUS,IN,47201-6743,199802,,,,,-85.92093,39.20162,4,3,1,18,5,309 WASHINGTON ST,COLUMBUS,IN,47201-6743,47201,1,0,1,1,0,0,0,
8401800589,CMU,GARY CHILDREN'S MUSEUM,demo_001.jpg,352084770,,A50,,,image/jpeg,THE GARY CHILDRENS MUSEUM INC,,,273 CLEVELAND ST,GARY,IN,46404,46404,,,,,,,,,,,,,,,,,,,,,,-87.36169,41.60651,4,3,1,18,89,273 CLEVELAND ST,GARY,IN,46404,46404,0,0,0,0,0,0,0,
8401800730,CMU,CHILDREN'S MUSEUM OF CEDAR LAKE,demo_001.jpg,753241278,,,,,image/jpeg,CHILDRENS MUSEUM OF CEDAR LAKE,,,9430 WEST 135TH PLACE,CEDAR LAKE,IN,46303,46303,,,,,,2193746157,,,,,,,,,,,,,,,,-87.44719,41.38042,4,3,2,18,89,9430 WEST 135TH PLACE,CEDAR LAKE,IN,46303,46303,0,0,0,0,0,0,0,
8401900336,ZAW,SUNRISE CHILDREN'S ZOO,demo_001.jpg,421022531,,D50,,712130,image/jpeg,SUNRISE CHILDRENS ZOO INC,,,BOX 1102,WATERLOO,IA,50704-5070,50704,250 ANSBOROUGH AVE,WATERLOO,IA,50704-5070,50704,3192344110,,SUNRISE CHILDRENS ZOO INC,201404,0,0,0,PO BOX 1102,WATERLOO,IA,50704-1102,197504,,,,,-92.37126,42.5094,4,4,1,19,13,250 ANSBOROUGH AVE,WATERLOO,IA,50704-5070,50704,1,0,0,0,0,0,0,
8401900554,CMU,FELIX ADLER CHILDREN'S DISCOVERY CENTER,demo_001.jpg,421461422,,A52,55389501,712110,image/jpeg,IOWA CHILDRENS MUSEUM,FELIX ADLER MEMORIAL ASSOCIATION,,1451 CORAL RIDGE AVE,CORALVILLE,IA,52241-2800,52241,,,,,,3196256255,HTTP://WWW.ICM.ORG,IOWA CHILDRENS MUSEUM,201406,6,1429196,1294456,1451 CORAL RIDGE AVE,CORALVILLE,IA,52241-2800,199612,,,,,-91.60832,41.69101,4,4,2,19,103,1451 CORAL RIDGE AVE,CORALVILLE,IA,52241-2800,52241,1,1,1,0,0,0,0,
8401900656,CMU,CHILDREN'S MUSEUM OF SIOUXLAND,demo_001.jpg,450563279,,A52,,712110,image/jpeg,CHILDRENS MUSEUM OF SIOUXLAND INC,,,PO BOX 833,SIOUX CITY,IA,51102-0833,51102,623 PEARL ST,SIOUX CITY,IA,51102-0833,51102,7122242542,HTTP://WWW.CHILDRENSMUSEUMOFSIOUXLAND.ORG/,CHILDRENS MUSEUM OF SIOUXLAND INC,201206,3,40255,40255,PO BOX 833,SIOUX CITY,IA,51102-0833,200710,,,,,-96.408,42.49638,4,4,1,19,193,623 PEARL ST,SIOUX CITY,IA,51102-0833,51102,1,0,0,0,0,0,0,
8402000211,CMU,KANSAS CHILDREN'S DISCOVERY CENTER,demo_001.jpg,371534978,,A50,37684368,712110,image/jpeg,KANSAS CHILDRENS DISCOVERY CENTER INC,KANSAS CHILDREN'S DISCOVERY CENTER,,4400 SW 10TH AVE,TOPEKA,KS,66604-1959,66604,,,,,,7857838300,HTTP://WWW.KANSASDISCOVERY.ORG,KANSAS CHILDRENS DISCOVERY CENTER INC,201312,5,710707,710707,4400 SW 10TH AVE,TOPEKA,KS,66604-1959,200709,,,,,-95.72718,39.0513,5,4,1,20,177,4400 SW 10TH AVE,TOPEKA,KS,66604-1959,66604,1,0,1,1,0,0,0,
8402000346,CMU,CHILDREN'S MUSEUM OF KANSAS CITY,demo_001.jpg,481000424,,A52,618544399,,image/jpeg,CHILDREN'S MUSEUM OF KANSAS CITY,CHILDREN'S MUSEUM OF KANSAS CITY,,4601 STATE AVE,KANSAS CITY,KS,66102-3603,66102,,,,,,9136276700,,,,,,,,,,,,,,,,-94.68608,39.11661,5,4,1,20,209,4601 STATE AVE,KANSAS CITY,KS,66102-3603,66102,0,0,0,1,0,0,0,
8402100051,CMU,LEXINGTON CHILDREN'S MUSEUM,demo_001.jpg,,,,,,image/jpeg,LEXINGTON CHILDRENS MUSEUM,,,200 E MAIN ST,LEXINGTON,KY,40507,40507,,,,,,8592583256,,,,,,,,,,,,,,,,-84.49876,38.04782,3,5,1,21,67,200 E MAIN ST,LEXINGTON,KY,40507,40507,0,0,0,1,0,0,0,
8402100231,CMU,LOUISVILLE CHILDREN'S MUSEUM,demo_001.jpg,453609269,,A50,,712110,image/jpeg,LOUISVILLE CHILDRENS MUSEUM,,,1312 ISLEWORTH DR,LOUISVILLE,KY,40245-4024,40245,727 W MAIN ST,LOUISVILLE,KY,40245-4024,40245,5025616100,HTTP://LOUISVILLECHILDRENSMUSEUM.ORG/,LOUISVILLE CHILDRENS MUSEUM,201312,0,0,0,1312 ISLEWORTH DR,LOUISVILLE,KY,40245-5252,201207,,,,,-85.76172,38.25727,3,5,1,21,111,727 W MAIN ST,LOUISVILLE,KY,40245-4024,40245,1,0,0,0,0,0,0,
8402200178,CMU,CHILDREN'S MUSEUM OF ST. TAMMANY,demo_001.jpg,453788694,,A50,,712110,image/jpeg,CHILDRENS MUSEUM OF ST TAMMANY INC,,,PO BOX 5351,COVINGTON,LA,70434-5351,70434,,,,,,,HTTP://CMSTKIDS.ORG/,CHILDRENS MUSEUM OF ST TAMMANY INC,201412,4,247852,188068,PO BOX 5351,COVINGTON,LA,70434-5351,201303,,,,,-90.09262,30.46635,3,5,4,22,103,PO BOX 5351,COVINGTON,LA,70434-5351,70434,1,0,0,0,0,0,0,
8402200204,CMU,CHILDREN'S MUSEUM OF ACADIANA,demo_001.jpg,581945773,,A52,835317736,712110,image/jpeg,CHILDRENS MUSEUM OF ACADIANA,CHILDREN'S MUSEUM OF ACADIANA  INC.,,201 E CONGRESS ST,LAFAYETTE,LA,70501-6919,70501,,,,,,,HTTP://WWW.CHILDRENSMUSEUMOFACADIANA.COM/HOME,CHILDRENS MUSEUM OF ACADIANA,201407,4,484796,461471,201 E CONGRESS ST,LAFAYETTE,LA,70501-6919,199108,,,,,-92.01766,30.2253,3,5,1,22,55,201 E CONGRESS ST,LAFAYETTE,LA,70501-6919,70501,1,0,0,1,0,0,0,
8402200254,CMU,LOUISIANA CHILDREN'S MUSEUM,demo_001.jpg,720929068,,A52,189153794,712110,image/jpeg,LOUISIANA CHILDRENS MUSEUM,LOUISIANA CHILDREN'S MUSEUM,,420 JULIA ST,NEW ORLEANS,LA,70156-6128,70156,,,,,,5045231357,HTTP://LCM.ORG/,LOUISIANA CHILDRENS MUSEUM,201312,6,3516451,3332789,PO BOX 56128,NEW ORLEANS,LA,70156-6128,198202,,,,,-90.07662,29.94845,3,5,1,22,71,PO BOX 56128,NEW ORLEANS,LA,70156-6128,70156,1,1,1,1,0,0,0,
8402200277,CMU,CHILDREN'S MUSEUM OF LAKE CHARLES,demo_001.jpg,721115596,,A52,,712110,image/jpeg,THE CHILDRENS MUSEUM OF LAKE CHARLES INC,,,327 BROAD ST,LAKE CHARLES,LA,70601-4223,70601,,,,,,3374339420,,THE CHILDRENS MUSEUM OF LAKE CHARLES INC,201312,4,369057,365390,327 BROAD ST,LAKE CHARLES,LA,70601-4223,198808,,,,,-93.21588,30.22994,3,5,1,22,19,327 BROAD ST,LAKE CHARLES,LA,70601-4223,70601,1,0,1,0,0,0,0,
8402200325,CMU,NORTHEAST LOUISIANA CHILDREN'S MUSEUM,demo_001.jpg,721287460,,A52,,712110,image/jpeg,NORTHEAST LOUISIANA CHILDRENS MUSEUM INC,,,323 WALNUT ST,MONROE,LA,71201-6711,71201,,,,,,,HTTP://NELCM.ORG/,NORTHEAST LOUISIANA CHILDRENS MUSEUM INC,201406,4,344247,239476,323 WALNUT ST,MONROE,LA,71201-6711,199504,,,,,-92.12068,32.50507,3,5,1,22,73,323 WALNUT ST,MONROE,LA,71201-6711,71201,1,0,0,1,0,0,0,
8402200379,CMU,BAYOU COUNTRY CHILDREN'S MUSEUM,demo_001.jpg,721455626,,A52,81615754,712110,image/jpeg,BAYOU COUNTRY CHILDRENS MUSEUM,,,1001 CANAL BLVD,THIBODAUX,LA,70302-1093,70302,211 RUE BETANCOURT,THIBODAUX,LA,70302-1093,70302,9854462200,HTTP://WWW.BAYOUCOUNTRYCHILDRENSMUSEUM.ORG,BAYOU COUNTRY CHILDRENS MUSEUM,201312,5,913546,864249,PO BOX 1093,THIBODAUX,LA,70302-1093,200003,,,,,-90.80176,29.76235,3,5,1,22,57,211 RUE BETANCOURT,THIBODAUX,LA,70302-1093,70302,1,0,1,1,0,0,0,
8402300135,CMU,CHILDREN'S MUSEUM & THEATRE OF MAINE,demo_001.jpg,10352258,,A52,97731442,712110,image/jpeg,CHILDRENS MUSEUM AND THEATRE OF MAINE,CHILDREN'S MUSEUM OF MAINE,,142 FREE ST,PORTLAND,ME,04101-3961,4101,,,,,,2078281234,HTTP://WWW.KITETAILS.ORG/,CHILDRENS MUSEUM AND THEATRE OF MAINE,201406,6,1308691,1190412,142 FREE ST,PORTLAND,ME,04101-3961,197712,,,,,-70.26237,43.65418,1,1,1,23,5,142 FREE ST,PORTLAND,ME,04101-3961,4101,1,0,1,1,0,0,0,
8402300206,CMU,COASTAL CHILDREN'S MUSEUM,demo_001.jpg,10409240,,,,712110,image/jpeg,THE COASTAL CHILDRENS MUSEUM,,,75 MECHANIC STREET,ROCKLAND,ME,4841,4841,,,,,,2075960300,HTTP://WWW.COASTALCHILDRENSMUSEUM.ORG,THE COASTAL CHILDRENS MUSEUM,201403,0,0,0,75 MECHANIC ST,ROCKLAND,ME,04841-3513,198804,,,,,-69.10757,44.09328,1,1,3,23,13,75 MECHANIC ST,ROCKLAND,ME,04841-3513,4841,1,0,0,1,0,0,0,
8402300222,CMU,CHILDREN'S DISCOVERY MUSEUM,demo_001.jpg,10437848,,A52,,712110,image/jpeg,CHILDRENS DISCOVERY MUSEUM,,,171 CAPITOL STREET SUITE 2,AUGUSTA,ME,04330-6232,4330,,,,,,2076222209,HTTP://WWW.CHILDRENSDISCOVERYMUSEUM.ORG,CHILDRENS DISCOVERY MUSEUM,201312,4,118524,116943,171 CAPITOL STREET SUITE,AUGUSTA,ME,04330-6232,199009,,,,,-69.79277,44.31005,1,1,3,23,11,171 CAPITOL STREET SUITE,AUGUSTA,ME,04330-6232,4330,1,0,0,1,0,0,0,
8402300406,CMU,CARIBOU CHILDREN'S DISCOVERY MUSEUM,demo_001.jpg,205998428,,A52,,,image/jpeg,CARIBOU CHILDREN S DISCOVERY MUSEUM,,,PO BOX 487,CARIBOU,ME,04736-0487,4736,,,,,,,,,,,,,,,,,,,,,,-68.01986,46.86824,1,1,4,23,3,PO BOX 487,CARIBOU,ME,04736-0487,4736,0,0,0,0,0,0,0,
8402400042,CMU,NATIONAL CHILDREN'S MUSEUM,demo_001.jpg,237423491,,,7988268,712110,image/jpeg,NATIONAL CHILDREN'S MUSEUM,,,151 ST GEORGE BOULEVARD,NATIONAL HARBOR,MD,20745,20745,,,,,,3012922400,HTTP://WWW.CCM.ORG,NATIONAL CHILDRENS MUSEUM,201306,6,1981941,2910829,151 SAINT GEORGE BLVD,OXON HILL,MD,20745-1577,197412,,,,,-77.00281,38.78897,2,2,2,24,33,151 ST GEORGE BOULEVARD,NATIONAL HARBOR,MD,20745,20745,1,1,0,0,0,0,0,
8402400232,CMU,DISCOVER U CHILDREN'S MUSEUM,demo_001.jpg,263020644,,A52,,712110,image/jpeg,DISCOVER U CHILDRENS MUSEUM INC,,,PO BOX 1938,LEONARDTOWN,MD,20650-1938,20650,,,,,,,,DISCOVER U CHILDRENS MUSEUM INC,201404,0,0,0,21081 ROSEBAY ST,LEONARDTOWN,MD,20650-3631,200904,,,,,-76.61243,38.24872,2,2,4,24,37,21081 ROSEBAY ST,LEONARDTOWN,MD,20650-3631,20650,1,0,0,0,0,0,0,
8402400257,CMU,CHILDREN'S MUSEUM OF OF THE EASTERN SHORE,demo_001.jpg,273149646,,A52,,712110,image/jpeg,CHILDRENS MUSEUM OF THE EASTERN SHORE INC,,,8 CHELSEA DRIVE,CAMBRIDGE,MD,21613-1214,21613,,,,,,,HTTP://WWW.CHILDRENSMUSEUMES.ORG/WP1/,CHILDRENS MUSEUM OF THE EASTERN SHORE INC,201312,0,0,0,8 CHELSEA DR,CAMBRIDGE,MD,21613-1214,201012,,,,,-76.08746,38.58454,2,2,3,24,19,8 CHELSEA DR,CAMBRIDGE,MD,21613-1214,21613,1,0,0,0,0,0,0,
8402400477,CMU,PORT DISCOVERY CHILDREN'S MUSEUM,demo_001.jpg,521806933,,A52,879886950,712110,image/jpeg,BALTIMORE CHILDRENS MUSEUM INC,,,35 MARKET PL,BALTIMORE,MD,21202-4002,21202,,,,,,4107278120,HTTP://WWW.PORTDISCOVERY.ORG,BALTIMORE CHILDRENS MUSEUM INC,201406,6,3926259,3823338,35 MARKET PL,BALTIMORE,MD,21202-4002,199305,,,,,-76.60697,39.28861,2,2,1,24,510,35 MARKET PL,BALTIMORE,MD,21202-4002,21202,1,1,1,0,0,0,0,
8402400478,CMU,CHESAPEAKE CHILDREN'S MUSEUM,demo_001.jpg,521808319,,A52,19085609,712110,image/jpeg,CHESAPEAKE CHILDRENS MUSEUM INC,CHESAPEAKE CHILDREN'S MUSEUM,,25 SILOPANNA RD,ANNAPOLIS,MD,21403-1117,21403,25 SILOPANNA RD,ANNAPOLIS,MD,21403-1117,21403,4109901993,HTTP://WWW.THECCM.ORG,CHESAPEAKE CHILDRENS MUSEUM INC,201312,3,81910,81910,25 SILOPANNA RD,ANNAPOLIS,MD,21403-1117,199405,,,,,-76.50838,38.96812,2,2,2,24,3,25 SILOPANNA RD,ANNAPOLIS,MD,21403-1117,21403,1,1,0,1,0,0,0,
8402500155,CMU,CHILDREN'S MUSEUM IN EASTON,demo_001.jpg,42931832,,A52,781776828,712110,image/jpeg,EASTON CHILDRENS MUSEUM INC,EASTON CHILDREN'S MUSEUM,,9 SULLIVAN AVE,NORTH EASTON,MA,2356,2356,,,,,,5082303789,HTTP://WWW.CHILDRENSMUSEUMINEASTON.ORG/HOME0.ASPX,EASTON CHILDRENS MUSEUM INC,201312,4,469834,441047,PO BOX 417,NORTH EASTON,MA,02356-0417,198708,,,,,-71.08991,42.0673,1,1,2,25,5,PO BOX 417,NORTH EASTON,MA,02356-0417,2356,1,0,0,1,0,0,0,
8402500441,CMU,CHILDREN'S MUSEUM OF WORCESTER,demo_001.jpg,43049334,,A52,960822802,,image/jpeg,CHILDREN S MUSEUM OF WORCESTER,CHILDREN S MUSEUM OF WORCESTER,,54 BEECHING ST,WORCESTER,MA,01602-1402,1602,222 HARRINGTON WAY,WORCESTER,MA,01602-1402,1602,5089292700,HTTP://WWW.ECOTARIUM.ORG,,,,,,,,,,,,,,,-71.76666,42.26176,1,1,1,25,27,222 HARRINGTON WAY,WORCESTER,MA,01602-1402,1602,0,0,0,0,0,0,0,
8402500455,CMU,CAPE COD CHILDREN'S MUSEUM,demo_001.jpg,43132922,,A52,868645136,712110,image/jpeg,CHILDRENS DISCOVERY MUSEUM OF CAPE COD INC,CAPE COD CHILDREN'S MUSEUM,,577 GREAT NECK RD S,MASHPEE,MA,02649-3708,2649,,,,,,5085398788,HTTP://CAPECODCHILDRENSMUSEUM.ORG/,CHILDRENS DISCOVERY MUSEUM OF CAPE COD INC,201403,4,398142,359039,577 GREAT NECK RD S,MASHPEE,MA,02649-3708,199203,,,,,-70.47769,41.58974,1,1,2,25,1,577 GREAT NECK RD S,MASHPEE,MA,02649-3708,2649,1,0,0,1,0,0,0,
8402500497,CMU,AMELIA PARK CHILDREN'S MUSEUM,demo_001.jpg,43271875,,A52,,712110,image/jpeg,AMELIA PARK CHILDRENS MUSEUM INC,,,PO BOX 931,WESTFIELD,MA,01086-0931,1086,29 S BROAD ST,WESTFIELD,MA,01086-0931,1086,4135724014,HTTP://WWW.AMELIAPARKMUSEUM.ORG/,AMELIA PARK CHILDRENS MUSEUM INC,201406,4,152204,152204,PO BOX 931,WESTFIELD,MA,01086-0931,199609,,,,,-72.74782,42.11175,1,1,2,25,13,29 S BROAD ST,WESTFIELD,MA,01086-0931,1086,1,0,0,0,0,0,0,
8402500524,CMU,CHILDREN'S MUSEUM OF WILBRAHAM,demo_001.jpg,43366139,,A52,,712110,image/jpeg,CHILDRENS MUSEUM OF WILBRAHAM INC,,,PO BOX 522,WILBRAHAM,MA,01095-0522,1095,678 MAIN ST,WILBRAHAM,MA,01095-0522,1095,4135962472,HTTP://WWW.WILBRAHAMCHILDRENSMUSEUM.ORG,CHILDRENS MUSEUM OF WILBRAHAM INC,201406,0,0,0,PO BOX 522,WILBRAHAM,MA,01095-0522,199803,,,,,-72.43558,42.11013,1,1,4,25,13,678 MAIN ST,WILBRAHAM,MA,01095-0522,1095,1,0,0,1,0,0,0,
8402500539,CMU,CHILDREN S MUSEUM LOWELL,demo_001.jpg,43418416,,A52,,,image/jpeg,CHILDREN S MUSEUM LOWELL INC,,,11 KEARNEY SQ,LOWELL,MA,01852-1941,1852,,,,,,9784599899,,,,,,,,,,,,,,,,-71.30718,42.64526,1,1,2,25,17,11 KEARNEY SQ,LOWELL,MA,01852-1941,1852,0,0,0,0,0,0,0,
8402500584,CMU,CHILDREN'S MUSEUM OF GREATER FALL RIVER,demo_001.jpg,43552597,,A50,,712110,image/jpeg,CHILDRENS MUSEUM OF GREATER FALL RIVER INC,,,441 NORTH MAIN STREET,FALL RIVER,MA,02720-2407,2720,,,,,,5086720033,HTTP://WWW.CMGFR.ORG/INDEX.PHP?LANG=EN,CHILDRENS MUSEUM OF GREATER FALL RIVER INC,201406,4,192544,181273,44I NORTH MAIN STREET,FALL RIVER,MA,02720-0000,200106,,,,,-71.15532,41.70264,1,1,1,25,5,44I NORTH MAIN STREET,FALL RIVER,MA,02720-0000,2720,1,0,0,0,0,0,0,
8402500596,CMU,CHILDREN'S GLOBAL DISCOVERY MUSEUM,demo_001.jpg,43583526,,A52,,712110,image/jpeg,CHILDRENS GLOBAL DISCOVERY MUSEUM,,,100 SOHIER ST,COHASSET,MA,02025-1374,2025,,,,,,7813833198,HTTP://WWW.OURWORLDCGDM.ORG,CHILDRENS GLOBAL DISCOVERY MUSEUM,201312,4,116837,116863,100 SOHIER ST,COHASSET,MA,02025-1374,200206,,,,,-70.81426,42.23904,1,1,2,25,21,100 SOHIER ST,COHASSET,MA,02025-1374,2025,1,0,0,1,0,0,0,
8402500691,CMU,CHILDREN'S MUSEUM,demo_001.jpg,46116071,,,,,image/jpeg,CHILDRENS MUSEUM INC,,,25 S WATER ST,NEW BEDFORD,MA,2740,2740,25 S WATER ST,NEW BEDFORD,MA,2740,2740,,,,,,,,,,,,,,,,,-70.92349,41.63409,1,1,1,25,5,25 S WATER ST,NEW BEDFORD,MA,2740,2740,0,0,0,0,0,0,0,
8402501093,CMU,SHANGHAI DISCOVERY CHILDREN'S MUSEUM,demo_001.jpg,980342651,,,,,image/jpeg,SHANGHAI DISCOVERY CHILDRENS MUSEUM,,,11 POWDER HILL RD,BOLTON,MA,1740,1740,,,,,,,,,,,,,,,,,,,,,,-71.59416,42.43958,1,1,4,25,27,11 POWDER HILL RD,BOLTON,MA,1740,1740,0,0,0,0,0,0,0,
8402600182,CMU,DETROIT CHILDREN'S MUSEUM,demo_001.jpg,383304020,PLANETARIUM,,,,image/jpeg,DETROIT CHILDREN'S MUSEUM,,,6134 2ND AVE,DETROIT,MI,48202,48202,,,,,,3138738100,HTTP://WWW.DETROITSCIENCECENTER.ORG,,,,,,,,,,,,,,,-83.07397,42.36478,4,3,1,26,163,6134 2ND AVE,DETROIT,MI,48202,48202,0,0,0,1,0,0,0,
8402600424,CMU,CHILDREN'S MUSEUM OF LENAWEE,demo_001.jpg,352229769,,A50,,,image/jpeg,CHILDRENS MUSEUM OF LENAWEE,,,PO BOX 632,ADRIAN,MI,49221,49221,,,,,,,,,,,,,,,,,,,,,,-84.10406,41.93106,4,3,4,26,91,PO BOX 632,ADRIAN,MI,49221,49221,0,0,0,0,0,0,0,
8402600427,CMU,SANDCASTLES A LAKE MICHIGAN CHILDREN'S MUSEUM,demo_001.jpg,352340348,,A52,,712110,image/jpeg,SANDCASTLES A LAKE MICHIGAN CHILDRENS MUSEUM INC,,,PO BOX 595,LUDINGTON,MI,49431-0595,49431,129 E LUDINGTON AVENUE,LUDINGTON,MI,49431-0595,49431,2312339326,HTTP://WWW.SANDCASTLESCHILDRENSMUSEUM.COM/,SANDCASTLES A LAKE MICHIGAN CHILDRENS MUSEUM INC,201412,4,208077,196998,129 E LUDINGTON AVE,LUDINGTON,MI,49431-2107,200807,,,,,-86.44759,43.95568,4,3,3,26,105,129 E LUDINGTON AVENUE,LUDINGTON,MI,49431-0595,49431,1,0,1,0,0,0,0,
8402600562,CMU,FLINT CHILDREN'S MUSEUM,demo_001.jpg,382329711,,A52,,712110,image/jpeg,FLINT CHILDRENS MUSEUM,,,1602 UNIVERSITY AVE,FLINT,MI,48504-6212,48504,,,,,,,HTTP://THEFCM.ORG/,FLINT CHILDRENS MUSEUM,201409,4,445830,437489,1602 UNIVERSITY AVE,FLINT,MI,48504-6212,198202,,,,,-83.71129,43.014,4,3,1,26,49,1602 UNIVERSITY AVE,FLINT,MI,48504-6212,48504,1,0,1,1,0,0,0,
8402600746,CMU,UPPER PENINSULA CHILDREN'S MUSEUM,demo_001.jpg,382971950,,A52,,712110,image/jpeg,UPPER PENINSULA CHILDRENS MUSEUM INC,,,123 W BARAGA AVE,MARQUETTE,MI,49855-4744,49855,,,,,,9062263911,HTTP://WWW.UPCHILDRENSMUSEUM.COM/,UPPER PENINSULA CHILDRENS MUSEUM INC,201312,4,379919,363778,123 W BARAGA AVE,MARQUETTE,MI,49855-4744,199504,,,,,-87.39479,46.54082,4,3,3,26,103,123 W BARAGA AVE,MARQUETTE,MI,49855-4744,49855,1,0,0,1,0,0,0,
8402600778,CMU,GRAND RAPIDS CHILDREN'S MUSEUM,demo_001.jpg,383088234,,A52,,712110,image/jpeg,GRAND RAPIDS CHILDRENS MUSEUM,,,11 SHELDON AVE NE,GRAND RAPIDS,MI,49503-3246,49503,,,,,,,,GRAND RAPIDS CHILDRENS MUSEUM,201309,6,1126099,986968,11 SHELDON AVE NE,GRAND RAPIDS,MI,49503-3218,199307,,,,,-85.66686,42.96332,4,3,1,26,81,11 SHELDON AVE NE,GRAND RAPIDS,MI,49503-3218,49503,1,1,1,1,0,0,0,
8402600883,CMU,KEWEENAW CHILDREN'S MUSEUM,demo_001.jpg,383421183,,,,,image/jpeg,KEWEENAW CHILDRENS MUSEUM INC,,,700 PARK AVE,HOUGHTON,MI,49931,49931,,,,,,,,,,,,,,,,,,,,,,-88.58852,47.11535,4,3,3,26,61,700 PARK AVE,HOUGHTON,MI,49931,49931,0,0,0,0,0,0,0,
